productid,productname,manufacturerid,composition,listprice,gender,category,color,description
645,kalo colorblock hightop canvas sneaker,521,"Textile Upper, Textile Insole, Rubber Sole",40,F,sneakers,Black,Comfortable pieced textile upper. Durable rubber sole. Durable vulcanized rubber sole with toe cap and stripe. Embroidered Apple Bottoms logo on side. High top design. Metal  eyelets. Padded collar with contrast color block stripes. Padded mesh ankle supp
646,kamikaze ii mid sneakers,448,"Leather Upper, Textile Insole, Rubber Sole",109.99,M,sneakers,Black,"Breathable mesh lining and a cushioned EVA footbed for comfort and shock absorption. EVA midsole for lightweight cushioning. High-abrasion, non-marking rubber outsole provides long-lasting durability. Padded collar and heel pull loop for easy on and off. "
647,kamikaze ii rain sneakers,448,Man-Made Materials,110,M,sneakers,Grey,"Breathable mesh lining and a cushioned EVA footbed for comfort and shock absorption. EVA midsole for lightweight cushioning. High-abrasion, non-marking rubber outsole provides long-lasting durability. Padded collar and heel pull loop for easy on and off. "
648,kamile gradient colorblocked canvas sneaker,521,"Textile Upper, Textile Insole, Rubber Sole",40,F,sneakers,Blue,Comfortable pieced textile upper. Durable vulcanized rubber sole with toe cap and stripe. Overlapping gradient color blocked panels. Pull tab loop on back of ankle. Rainbow contrast stitching throughout. Self-tie lace closure with flat laces and metal eye
649,kanadia 5 tr trail running sneakers,514,"Synthetic and Textile Upper, Textile Insole, Rubber Sole",70,M,sneakers,Yellow,"Breathable fabric lining. Breathable mesh upper with synthetic overlays. Heel pull loop for an easier on and off. Injected EVA midsole provides long-lasting, lightweight plush. Molded EVA insole supplies light underfoot cushioning. Plush tongue and collar"
650,kanora bootie w/laser cut,691,Man-Made Materials,41.99,F,boots,Black,1 inch heel. Adjustable straps with  buckle detail. Cushioned insole. Rounded toe. Rubber outsole. Synthetic upper with cut out design. Tone on tone stitch
651,kaplan lowtop sneaker,164,Canvas Upper and Rubber Sole,49.99,M,sneakers,Black,Canvas exterior. Cushioned insole. Embossed logo on tongue. Flat rubber sole. Flat sole. Low top style. Perforated leather heel panel. Self tie lace closure. Self tie lace closure. Two metal eyelets for ventilation
652,kaplan mid sneaker,164,Man-Made Materials,44.99,M,sneakers,Red,Canvas upper. Designer logo on heel and tongue. Durable rubber sole. Lace-up closure. Mid top design
653,kaplan natural netting sneaker,164,Canvas and Man Made Materials,38.99,M,sneakers,Off White,Canvas and mesh upper. Cushioned insole. Embossed logo on tongue. Low top style. Self tie lace closure. Vulcanized rubber sole
654,kaplan perf sneaker,164,Leather Upper and Rubber Sole,28.99,M,sneakers,Black,All-over textured detail. Leather upper. Low top design. Rubber Sole. Self tie lace closure. Signature logo on tongue and heel. US sizing
655,kaplan sneaker,164,Man-Made Materials,35.99,M,sneakers,"Black,Red","Canvas exterior. Cushioned insole. Designer logo on tongue, heel and side. Embossed logo on tongue. Flat sole. Low top design. Low top style. Rubber Sole. Self tie lace closure. Self tie lace closure. Textile upper. Two metal eyelets for ventilation. US s"
657,karma fold over faux fur boot,691,Man-Made Materials,8.99,F,boots,Grey,7 eyelet self tie lace closure. Fold-over upper and tongue with faux fur. Pieced construction. Rubber sole for traction
670,kesha woven leather sandal,444,Leather Upper and Rubber Sole,59,F,sandals,Gold,Leather upper. Lightly padded footbed. Open toe. Stylish cut out design with metallic finish. Zipper at back
656,karlee wedge sneaker,521,Synthetic upper and rubber sole,38.99,F,sneakers,Black,"Covered wedge 3.5"" heel. Padded collar and tongue with soft textile sock liner. Pieced synthetic leather and textile construction. Rubber herringbone sole for traction. Strap across vamp. Woven detail throughout"
658,karolina lace up bootie,691,"Synthetic Upper, Textile Insole, Rubber Sole",38.99,F,boots,Black,"2.75"" heel. Allover flower pattern material sockliner. Pieced synthetic leather upper. Self-tie lace closure with metal eyelets and top hooks. Zipper closure on inside of ankle"
659,karolina laceup bootie,691,"Synthetic Upper, Textile, Rubber Sole",38.99,F,boots,Beige,"2.75"" heel. Allover flower pattern material sockliner. Pieced synthetic leather upper. Self-tie lace closure with metal eyelets and top hooks. Zipper closure on inside of ankle"
660,kasmira  sneaker wedge w/studs,691,Man-Made Materials,30.99,F,sneakers,Tan,"3"" inch wedge heel with rubber sole for traction. Crystal embellishments on top of tongue and toe cap. Padded collar for comfortable fit. Pieced synthetic suede construction. Self-tie lace closure with metal eyelets"
661,kasmira sneaker wedge w/studs,691,Man-Made Materials,44.99,F,sneakers,Black,"3"" inch wedge heel with rubber sole for traction. Crystal embellishments on top of tongue and toe cap. Padded collar for comfortable fit. Pieced synthetic suede construction. Self-tie lace closure with metal eyelets"
662,kassey metallic lace sneaker,521,"Synthetic Upper, Textile Insole, Rubber Sole",28.99,F,sneakers,Blue,Classic athletic silhouette. Metal logo-embossed strap and buckle across side of ankle. Metallic embroidered Apple Bottoms logo on side. Self-tie lace closure with flat laces. Textile lace overlay on upper with synthetic metallic patent leather lacestay a
663,keds anchor canvas sneakers,187,"Canvas upper, Rubber sole",19.99,M,sneakers,Red,Canvas exterior. Contrasting stitch. Cushioned insole. Durable rubber sole. Low-top. Retro-inspired foxing stripe. Rounded toe box
664,keds champion laceless animal sneaker,373,"Textile Upper, Rubber Sole",11.99,F,sneakers,Animal Print,Canvas upper. Classic low profile. Lace-less slip on with hidden elastic band and metal eyelets. Padded insole for comfort. Vulcanized rubber sole
665,keds champion laceless fair isle sneaker,373,Canvas Upper and Rubber sole,28.99,F,sneakers,Grey,"Cushioned insole. Flexible, textured rubber outsole. Interior gore for a snug fit. Laceless slip on style. Soft, breathable twill lining. Warm & soft wool upper"
666,keds champion metallic lace sneaker,373,Leather and man made materials,19.99,F,sneakers,Black,"4 eyelet lace up. Cushioned insole. Flexible, textured rubber outsole. Printed metallic leather upper. Soft satin lining. Velvet laces included"
667,keds floral shoe,373,Canvas upper and Rubber sole,25.99,F,sneakers,Blue,"4 eyelet lace up. Classic canvas upper with allover floral design. Flexible, textured rubber outsole. Retro-inspired foxing stripe. Soft breathable lining"
668,keds kimono dot sneaker,373,Canvas Upper and Rubber sole,24.99,F,sneakers,Red,"4 eyelet lace up. Cushioned insole. Flexible, textured rubber outsole. Printed washed canvas upper. Soft breathable chambray lining"
779,mecca low profile sneaker,664,All man made materials,10.99,M,sneakers,White,Flat sole. Low top casual style. Self tie lace closure
786,melaina wedge,691,Man-made materials,23.99,F,wedges,Black,4 inch wedge heel. Faux leather upper. Lightly padded footbed. Open toe. Rubber sole. Slip on style. US Sizing
789,metal beads sandal,521,Man-Made Materials,40,F,sandals,Black,1 inch heel. Adjustable ankle strap. Flat rubber sole. Metal bead embellishments. Rounded toe. Synthetic upper. US Sizing
791,mia rainboot,691,Man-made materials,35.99,F,boots,Black,Below the knee length. Insulated with fleece lining. Rubber sole. Synthetic upper with contrast piping
669,kenelly mesh inspired bootie,691,Man Made Materials,40.99,F,boots,Beige,2.5 inch heel. Cushioned insole. Pull on style. Rounded toe. Rubber outsole. Synthetic leather upper with perforated shaft. Tone on tone stitch
671,ketch ruffle bootie,691,All man made materials,15.99,F,boots,Brown,1 inch hidden platform. 4.5 inch stiletto stacked heel. Faux fur lining. Smooth lining and soft insole. Synthetic upper with ruffle design. Zipper closure
673,kila wild snake pattern sneaker,521,Man-Made Materials,13.99,F,sneakers,Black,Classic basketball high top profile. Embroidered lurex Apple Bottoms logo on side of heel. Logo embossed strap across side of shaft. Self-tie lace closure with metal eyelets. Textile upper with large snake pattern. Vulcanized rubber sole with striped smoo
674,king low,781,Leather and man made materials,17.99,M,sneakers,Cream,Durable rubber sole. Elastic stitch detailing at seams. Internal EVA midsole offers a cushioned ride. Lace-less design with an easy slip on/off function. Leather upper is breathable and durable. US Sizing
675,king supa hi,781,Leather and Man Made Materials,23.99,M,sneakers,Light Grey,Leather and textile upper with plaid design on outer. Perforated detail on outer. Rubber outsole. Super High top design  with double velcro straps. Textured toe bumper. Thick elastic band across vamp. Tone on tone stitch
679,kiss the sky sneaker wedge w/studs,691,Man Made Materials,38.99,F,wedges,Black,Lace up closure. Padded ankle. Rubber sole. Studded appliques on tongue and velcro strap. Synthetic layered meshed upper. US sizing
680,kita glitter sneaker,521,Man-made materials,24.99,F,sneakers,"Black,Black",Classic basketball high top profile. Embroidered lurex Apple Bottoms logo on side of heel. Logo embossed strap across side of shaft. Self-tie lace closure with metal eyelets. Textile upper with all-over black glitter pattern. Textile upper with all-over g
681,kivo aztec side canvas sneaker,521,"Top: 100% Cotton Bottom: 80% Cotton, 20% Polyester",40,F,sneakers,Black,Aztec-like stripe pattern on front half of vamp. Comfortable pieced textile upper. Durable vulcanized rubber sole with stripe. Embroidered Apple Bottoms logo on outside of ankle. Self-tie lace closure with flat laces and metal eyelets
682,knee high buckle trim boot,911,All man made materials,56.99,F,boots,Brown,1 inch heel. Knee high boots. Padded footbed. Synthetic upper with buckle accents at shaft. Textured footbed. Zipper closure
684,knight lo,781,Leather and Man Made Materials,19.99,M,sneakers,Green,Durable rubber sole. Internal EVA midsole offers a cushioned ride. Lace-less design with wide elastic closure. Leather and canvas upper. US Sizing
685,knight plaid lo,781,Canvas Upper and Rubber Sole,25.99,M,sneakers,Black,Canvas upper. Durable rubber sole. Internal EVA midsole offers a cushioned ride. Lace-less design with wide elastic closure. Oversized plaid design. US Sizing
686,knockout lowtop sneaker,970,"Synthetic and Textile Upper, Textile Insole, Rubber Sole",37.99,M,sneakers,Black,Athletic low profile sneaker. Rubber Coogi logo applique on side. Self-tie lace closure with logo embossed panel on tongue. Synthetic leather and woven textile panel upper. Vulcanized rubber sole with ridges for traction
687,kolie sneaker wedge,691,Man-made materials,42.99,F,sneakers,Black,"Covered wedge 3.5"" heel. Padded collar and tongue with soft textile sock liner. Pieced synthetic leather and textile construction. Rubber herringbone sole for traction. Three straps with velcro across vamp. Woven detail throughout"
688,kombat rugged boots,970,"Leather, textile and man made materials",29.99,M,boots,Black,Contrast piping. Coogi logo on tongue and outer. Cushioned insole with arch support. Leather upper. Reinforced toe for extra support. Reinforced toe for extra support. Rubber outsole. Rubber outsole. Strap across ankle
689,kordelia foldover boot,691,"Leather Upper, Rubber Sole",12.99,F,boots,Black,1.5 inch heel. Ankle height boots. Fold over flap with zipper detail. Pull on style. Rubber sole for traction. Stitch design on outer
691,kortnea canvas and vegan leather mix bootie w/side zipper,691,"Synthetic and Textile Upper, Textile Insole, Rubber Sole",36.99,F,boots,Tan,"2.75"" heel. Allover floral patterned material sockliner. Full length zipper closure on inside of ankle. Perforated synthetic leather heel cap, eyestays and toe cap panels. Self-tie lace closure with metal eyelets. Woven textile and synthetic leather upper"
692,kung fu battle slip-on sneakers,596,"Textile Upper, Textile Insole, Rubber Sole",27.99,M,sneakers,Black,Canvas upper. Cushioned insole. Durable rubber sole. Grenade logo on rear panel. Slip on style. US Sizing
694,lacava mid hightop sneaker,164,Canvas Upper and Rubber Sole,52.99,M,sneakers,Black,Cushioned footbed. Ghillie lacing system with hidden eyelets. Heel tab for easy on/off. Logo detailing throughout. Rubber sole with herringbone tread. US Sizing. Vulcanized rubber midsole. Woven canvas uppers with charm logo detailing at the side
695,lacava mid sneaker,164,Man Made Materials,49.99,M,sneakers,Black,Cushioned insole. Durable rubber sole. Logo on side. Pieced constructed. Self tie lace closure. Textile upper. Tone on tone stitching
696,lacava sneaker,164,"Textile Upper, Textile Insole, Rubber Sole",65,M,sneakers,Beige,Canvas upper. Canvas upper with leather trim. Contrast stitching. Contrast stitching. Cushioned insole. Cushioned insole. Discreet lacing system for optimum fit. Durable rubber sole. Durable rubber sole. Durable rubber sole. Logo on side. Metallic Creativ
698,lace up military boot,691,Man-made materials,36.99,F,boots,Black,Cushioned insole. Durable rubber sole for traction. Faux patent leather upper. Lace up enclosure. Laced up enclosure. Pieced constructed. Stitched outsole. Synthetic upper
700,laced x baker x figueroa smooth suede sneakers,645,Suede and Man Made Materials,43.99,M,sneakers,,1.5 inch heel. 400 NBS natural gum rubber cupsole. Elastic tongue-centering straps keep tongue from sliding down sideways. Full-length EVA midsole cushions bottom of feet during heavy impacts. Gum rubber outsole with zigzag tread pattern provides maximum 
701,laceup driving shoe,980,Man-made materials,28.99,M,casual shoes,Black,Cushioned insole for comfort. Lace up enclosure. Rubber sole with beads for traction. Synthetic leather upper with contrast stitching throughout. Woven pattern
702,lace-up military boot,691,Man-Made Materials,36.99,F,boots,Black,"12"" shaft and 1"" heel. 15"" shaft and 1"" heel. Full length zipper closure along inside of shoe. Lace up closure along back of shaft with metal eyelets. Pieced synthetic leather construction. Rubber sole with lugs for traction. Self-tie lace closure with me"
703,lady outsider boots,679,"Leather Upper, Textile Insole, Rubber Sole",43.99,F,boots,Black,Classic cap-toe stitching detail with a textured sidewall on the midsole and All Star® heel patch. Distressed leather upper. Nine-eye lace-up front with brushed-metal eyelets for secure fit. Signature Chuck Taylor rubber cap-toe with rubber-wrapped midsol
704,lana 200 snkr wedge,340,Leather Upper and Rubber Sole,42.99,F,sneakers,Blue,Covered platform and wedge heel. Padded collar and fabric lining. Textured rubber sole. Three rows of hook-and-loop closure create visual interest. Two-tone fabric upper
705,lany peep toe wedge,691,Man-Made Materials,28.99,F,wedges,Black,"5"" heel with 1 1/2"" platform. Lightly padded footbed. Pieced synthetic leather construction. Ruched vamp with peep toe opening. Zipper closure at back"
707,laura jean pump w/toe detail,985,Textile and Man Made Materials,57.99,F,heels,Pink,"1 inch platform. 5"" mirrored stiletto heel. Lightly cushioned insole. Round toe. Signature logo design on underside of shoe. Synthetic sole. Synthetic upper with stylish gold design on toe"
709,layback loafers,596,Canvas Upper and Rubber Sole,33.99,M,sneakers,Black,Canvas upper. Canvas upper with all-over stripe print. Classic boat shoe detail. Cushioned EVA midsole for comfort. Grenade logo on tongue and rear quarter. Gum rubber outsole. Heavy duty wrapping around sole for added durability. Lace-up front. Soft and 
710,leather & nubuck sneaker,512,Man-Made Materials,27.99,F,sneakers,Black,Contrast stitching throughout with logo applique on outside of heel. Modern take on classic chukka silhouette. Padded collar and footbed for secure and comfortable fit. Pieced synthetic leather and synthetic suede upper. Rubber cupsole for durability and 
712,leopard trim microsuede wedge boot,911,Man-Made Materials,31.99,F,boots,"Animal Print,Black","4"" wedge heel. Cheetah print panels at sides. Lightly padded interior for comfortable fit. Metal buckles on straps across side panel. Pieced synthetic suede construction. Rubber sole for traction"
713,liga sneakers,959,Leather and Man Made Materials,65,M,sneakers,Blue,"Cushioned midsole for comfort. Grippy, non-marking rubber outsole. Puma Cat Logo at heel. Puma Formstrip at medial and lateral sides. Puma No. 1 Logo at tongue, with PUMA Liga callout at lateral side. Suede upper for a classic look"
714,lighthouse boot,717,Leather and Man Made Materials,19.99,F,boots,Black,Antique finish. Canvas Upper. Contrast stitching detail. Genuine leather upper. High top design. Leather pull tab for easy on and off. Rubber sole for durability. Rust-proof metal eyelets and rawhide laces offer lasting wear. Self tie lace closure
715,"lil wayne vice ""candy"" vaider lite sneakers",684,Man-Made Materials,115,M,sneakers,"Red,Yellow",Contrast logo details on tongue and heel. Durable rubber outsole. Padded nylon lining with sublimated candy image. Padded tongue and collar. Tonal metal eyelets. Uppers of red nylon with sublimated candy image
716,"lil wayne vice ""drank"" skytop 3 sneakers",684,Leather and Man Made Materials,83.99,M,sneakers,"Purple,White",Contrast logo details on tongue and heel. Contrast mesh lining. Neon trim details; tonal stitching and laces. Padded tongue and collar. Purple TPR cage and heel pull with image of drank and ice cubes. Satin TUF high top sneaker with neoprene tongue and si
717,"lil wayne vice ""trees"" s1w sneakers",684,Man-Made Materials,88.99,M,sneakers,"Orange,Black","Contrast logo details on tongue and heel. Nylon uppers. Orange cup sole. Padded black mesh lining. Padded tongue and collar. Sublimated ""trees"" imagery with black and orange accents. Tonal metal eyelets. Translucent traction pods with more greenery undern"
718,limited edition boston red sox samoa sneakers,514,SYNTHETIC LEATHER,65,M,sneakers,Red,Contrasting signature three stripes on outsole. Logo patch on tongue. Low top. Padded interior. Self tie lace closure. Smooth genuine leather exterior
719,limited edition new york yankees samoa sneakers,514,SYNTHETIC LEATHER,65,M,sneakers,Navy,Contrasting signature three stripes on outsole. Logo patch on tongue. Low top. Padded interior. Self tie lace closure. Smooth genuine leather exterior
720,linden camo mid,692,"Textile Upper, Textile Insole, Rubber Sole",68.99,M,sneakers,Camo,"Canvas tiger printed canvas upper. Classic self-tie lace closure. Designer logos on tongue, heel, and side panel. Durable rubber sole for optimal traction. Extra padded ankle for superior protection. Faux leather trim. High-top design. Rubber tow guard. U"
721,linden vulc mid,692,"Leather Upper, Textile Insole, Rubber Sole",37.99,M,sneakers,White,"Classic self-tie lace closure. Designer logos on tongue, heel, and side panel. Durable rubber sole for optimal traction. Extra padded ankle for superior protection. High-top design. Leather upper. US sizing"
722,link up leather sandal w/sequins,444,Textile Upper and Leather Sole,69,F,sandals,Pink,Adjustable closure at ankle. Embossed design on insole and sole. Leather sole. Lightly padded footbed. Open toe. Textile upper. Thong style with all-over sequins
723,link up leather sandal with sequins,444,Textile upper and Leather Sole,69,F,sandals,Teal,Adjustable closure at ankle. Embossed design on insole and sole. Leather sole. Lightly padded footbed. Open toe. Textile upper. Thong style with all-over sequins
724,liquid 2 w sneakers,514,"Synthetic Upper, Rubber Sole",57.99,F,sneakers,Charcoal,"adiWEAR® rubber delivers extended durability in high-wear areas of the outsole. Breathable mesh upper. Foam insole for light underfoot cushioning. Injected EVA midsole provides lightweight, long-lasting plush. Non-marking rubber outsole for reliable grip."
725,liz pump w/bow,691,Man-made materials,23.99,F,heels,Black,1.5 inch platform. 6 inch heel. Lightly padded footbed. Mock-rubber TPR sole. Synthetic suede upper with bow detail at front. US Sizing
726,loki suede sheepskin lined slippers,179,Sheepskin and Man-Made materials,39.99,F,slippers,Black,Flat rubber sole. Secure stitching on seams. Slip-on design. Suede exterior. Thick sheep skin insulation
727,lolly deck sneaker,521,Man-made materials,28.99,F,sneakers,Black,360-degree lacing system allows for a custom fit. Canvas upper. Easy slip on style with optional self tie lace closure. Logo on upper. Non-marking rubber outsole channels away water for traction on wet surfaces. Non-marking striped rubber outsole channels
728,louis 2 boat shoe,970,"Synthetic Upper, Textile Insole, Rubber Sole",55,M,casual shoes,Black,Logo embossed applique on tongue. Logo embossed hardware pieces along side. Pieced synthetic leather construction. Rounded reinforced toebox. Rubber sole with ridges for wet/dry traction. Self-tie lace closure with metal eyelets and contrasting braided ro
732,low rise sneaker,925,"Leather Upper, Cotton Canvas Lining, Rubber Outersole",19.99,F,sneakers,Black,Embroidered logo design. Low top design. Self-tie lace closure. US sizing
747,maeko xl leather sneakers,959,Leather and man made materials,48.99,M,sneakers,Grey,Fabric lining. Flat sole. Leather upper. Logo on tongue. Self tie closure
749,makala boot,691,All man made materials,14.99,F,boots,Black,1 inch heel. Adjustable straps with  buckle detail. Cushioned insole. Pull on style. Rounded toe. Rubber outsole. Synthetic upper
729,louis 3 chambray boat shoe,970,"Synthetic Upper, Textile Insole, Rubber Sole",65,M,casual shoes,Black,Logo embossed applique on tongue. Logo embossed hardware pieces along side. Pieced synthetic canvas and leather construction. Rounded reinforced toebox. Rubber sole with ridges for wet/dry traction. Self-tie lace closure with metal eyelets and contrasting
730,low profile sneaker,980,Man-Made Materials,38.99,M,sneakers,Black,Contrast stitch. Contrasting faux leather panels. Cushioned insole. Designer logo on tongue and outer. Durable rubber sole. Exterior denim look. Exterior denim look with pieced detail. Faux leather upper. Faux leather upper with faux patent leather accent
731,low profile sneakers w/contrast colors,980,Man-made materials,11.99,M,sneakers,Black,Contrasting faux leather panels. Designer logo on tongue and outer. Lace-up closure. Low top design. Metal eyelets. Rubber sole. Synthetic leather upper with contrast stitching throughout
733,lowtop sneaker,980,All Man Made Materials,23.99,M,sneakers,Beige,Contrast stitching throughout. Mesh tongue. Pieced suede trim detail. Plaid interior. Self-tie lace closure. Stitching design throughout. True to size. Ventilation at heel
734,lowtop sneaker w/ leather suede color stripes,980,Man-made materials,18.99,M,sneakers,Brown,Contrasting Faux  leather panels. Perforated detail on toe box. Pieced suede trim detail. Self-tie lace closure. Stitching design throughout. Synthetic leather upper. True to size
735,luchese sneaker,164,Textile-Man Mad Materials ,49.99,M,sneakers,Black,Cushioned insole. Durable rubber sole. Laced design around sides. Pieced constructed. Self tie lace closure. Textile  upper
736,luga ankle bootie,691,All man made materials,10.99,F,boots,Black,Cushioned insole with arch support. Pieced constructed. Round toe. Side zipper closure. Side zipper rosette decor. Stacked heel. Synthetic upper
737,luga strappy over the knee boot,691,Man Made Material,20.99,F,boots,Black,"4"" heel. 4"" heels. Denim style material exterior. Strapped detail throughout. Synthetic material exterior. Synthetic suede exterior. Zipper and buckle closures"
738,lunch box sneakers,116,Man Made Materials,22.99,M,sneakers,Black,Lace-up closure. Lace-up closure. Lining has print detail. Lo top design. Lo top profile. Padded collar. Padded collar. Rubber outsole. Rubber outsole. Synthetic suede upper
739,lux life pump w/ankle strap studs,691,Man Made Materials,48.99,F,heels,Black,"3.5"" heel. 5.25"" heel with 1.25"" platform. Studs on ankle straps. Stylish open-toe shoe. Synthetic leather construction. Zipper on heel"
740,lux low sneakers,514,Leather Upper and Rubber Sole,59.99,M,sneakers,"White,Yellow",Classic low top design. Contrasting stitch detail. Full lace up closure. Leather upper. Logo on tongue and outer. Padded insole for comfort. Perforated detail. Rubber sole
741,lux mid sneakers,514,Man-Made Materials,66.99,M,sneakers,Black,Classic mid top design. Embossed logo. Full lace up closure. Heel tab. Leather upper. Padded insole for comfort. Rubber sole. Stitch detail
742,m attitude logo heart w sneakers,514,"Leather and Synthetic Upper, Textile Insole, Rubber Sole",68.99,F,sneakers,Black,Athletic high top profile. Full grain leather upper with shiny patent leather details. Non-marking rubber outsole. Offset self-tie lace closure with metal eyelets. Oversize heart-shaped tongue. Perforated panels to keep foot cool and well ventilated
743,m attitude logo three w sneakers,514,"Leather and Synthetic Upper, Textile Insole, Rubber Sole",65.99,F,sneakers,Black,Athletic high top profile. Full grain leather upper with shiny patent leather details. Non-marking rubber outsole. Oversize studded tongue. Perforated panels to keep foot cool and well ventilated. Self-tie lace closure with metal eyelets
744,mackall high sweater boot,970,"Textile Upper,Textile Sole",85.99,F,boots,Black,Authentic sweater weave. Button detail closure. Rubber Sole. Shaft is 11 inches tall. Suede vamp outer with brand embroidery. Sweater patterns may vary
745,mackall short sweater boots,970,All man made materials,67.99,F,boots,Black,Authentic sweater weave. Button detail closure. Rubber Sole. Shaft is 11 inches tall. Suede vamp outer with brand embroidery. Sweater patterns may vary
746,mad handle sneakers,514,Synthetic Upper and Rubber Sole,80,M,sneakers,Black,Flex grooves in outsole for optimum forefoot flexibility. Injected EVA midsole for long-term lightweight cushioning. Non-marking rubber outsole for durability. Padded collar. Perforated upper panels. Synthetic leather. Z-TORSION® provides adaptive midfoot
748,majesty,781,"Leather Upper, Textile Insole, Rubber Sole",19.99,F,sneakers,Black,Internal EVA midsole. Intricate embroidered logo appliqué on the quarter. Lace-less design with an easy slip on/off function. Leather upper is breathable and durable. Molded rubber cup sole. US Sizing
750,makera bootie w/fringe detail,691,Man-made materials,16.99,F,wedges,Red,"Covered wedge 3.5"" heel. Fringe layers around ankle. Padded collar and tongue with soft textile sock liner. Pieced synthetic leather and textile construction. Rubber flocked herringbone sole for traction. Self tie lace closure. Strap with velcro closure a"
751,manchester black/grey suede sneakers,154,"Leather Upper, Textile Insole, Rubber Sole",40.99,M,sneakers,Black,"Durable suede, leather and mesh upper. Form fitting upper for increased board feel. Lightweight performance engineered XLK sole construction. Shock absorbing polyurethane midsole for impact reduction. Tacky gum rubber outsole compound enhances grip"
752,manchester red/lime suede sneakers,154,"Leather Upper, Textile Insole, Rubber Sole",32.99,M,sneakers,Red,"Durable suede, leather and mesh upper. Form fitting upper for increased board feel. Lightweight performance engineered XLK sole construction. Shock absorbing polyurethane midsole for impact reduction. Tacky gum rubber outsole compound enhances grip"
753,mangrove boatshoe,692,Synthetic upper and rubber sole,55.99,M,sneakers,Black,Boat shoe style leather laces. LRG tag at rear quarter. Padded insole. Rubber outsole. Suede upper. Three eye holes
754,mann boot,691,All man made materials,22.99,F,boots,Black,Cushioned insole with arch support. Pieced constructed. Rubber outsole with 3 inch heel. Synthetic upper. Zip up closure with adjustable strap enclosure at top
755,maple canvas vulc,692,"Textile Upper, Textile Insole, Rubber Sole",39.99,M,sneakers,Black,"Allover camouflage print upper. Canvas upper. Casual low profile. LRG logo appliques on side, back of sole and tongue. Padded collar for a comfortable fit. Self-tie lace closure with metal eyelets. Vulcanized rubber sole for grip and feel"
756,maple low,692,"Textile Upper, Textile Insole, Rubber Sole",46.99,M,sneakers,Light Grey,"Canvas upper. Casual low profile. LRG logo appliques on side, back of sole and tongue. Padded collar for a comfortable fit. Self-tie lace closure with metal eyelets. Vulcanized rubber sole for grip and feel"
757,maple low camo,692,"Textile Upper, Textile Insole, Rubber Sole",43.99,M,sneakers,"Camo,Black","All-over camouflage print upper. Casual low profile. LRG logo appliques on side, back of sole and tongue. Padded collar for a comfortable fit. Self-tie lace closure with metal eyelets. Vulcanized rubber sole for grip and feel"
758,maple low t x,692,"Textile Upper, Textile Insole, Rubber Sole",53.99,M,sneakers,Navy,"All-over multi-striped print upper. Casual low profile. LRG logo appliques on side, back of sole and tongue. Padded collar for a comfortable fit. Self-tie lace closure with metal eyelets. Vulcanized rubber sole for grip and feel"
759,maquis ankle bootie,691,All man made materials,16.99,F,boots,Black,"1 inch hidden platform. 5 inch heel. 5"" wooden heel. Faux leather material. Pieced construction. Pointed, almond toe. Removable buckle strap. Ruched design with snap button feature on back. Ruched detail on front vamp. US sizing. Wrap-around buckle strap "
760,marathon 10 w sneakers,514,Synthetic upper and rubber sole,32.99,F,sneakers,Grey,Adidas logo on tongue and outer. Comfortable textile lining with a cushioned footbed for all-day comfortt. EVA midsole for lightweight cushioning. Lightly padded collar and tongue. Nylon uppers for lightweight durability. Rubber toe bumper. Traditional la
761,marc black suede sneakers,154,"Leather Upper, Textile Insole, Rubber Sole",39.99,M,sneakers,Black,"Durable suede, leather and mesh upper. Form fitting upper for increased board feel. Lightweight performance engineered XLK sole construction. Shock absorbing polyurethane midsole for impact reduction. Tacky gum rubber outsole compound enhances grip"
762,margo flat w/toe laceup,691,Man-Made Materials,14.99,F,flats,Black,Faux leather upper. Lightly padded lining and footbed. Metal toe cap with lace up detail. Rubber sole. Slip on design. US sizing
763,margo laceup sneaker w/straps,691,Man Made Materials,37.99,F,boots,Black,Adjustable heel strap design. Adjustable heel strap design. Adjustable strap enclosure. Adjustable strap enclosure. Cushioned insole with arch support. Cushioned insole with arch support. Rubber outsole. Rubber outsole. Snap button ankle fold over. Synthe
764,marilee sandal,691,Man-made materials,32.99,F,sandals,Beige,"4.5"" heel. Basketweave trim. Peep toe design. Rubber outsole for grip. Synthetic leather upper. US Sizing. Zipper closure at back"
765,mariner black suede/canvas sneakers,684,"Canvas, Suede and Man Made Materials",70,M,sneakers,Black,"Canvas and suede upper. Exclusive SUPRAFOAM® midsole provides the entire foot with impact resistance, optimal shoe flex, and board feel. Herringbone pattern for superior grip. Soft SUPRAFOAM footbed and mesh sock liner provide comfort and impact support"
766,mariner bone white canvas slip-on deck shoes,684,Canvas Upper and Rubber Sole,65,M,sneakers,Off White,Boat inspired slip on style. Canvas upper. Contrast lining. Low top design. Red and navy accents. Rope laces. Supra logo on heel. Vulcanized pinstripe sole
770,mary tall boot w/buckle detail,691,Man-Made Materials,18.99,F,boots,Black,"5.25"" heel. Cushioned ribbed accent down back of shaft with buckles. Faux leather exterior. Over-the-knee fit"
771,massaggio slip on,568,Man-Made Materials,29,M,sandals,Black,Adjustable strap with signature logo. Massage nubs at footbed. Synthetic sole. Synthetic upper
774,maya boot,691,Man-Made Materials,16.99,F,boots,Black,"1.5"" heel. Elastic goring on sides for premium fit. Loop-tab on the back for easy pulling-on. Pieced synthetic leather upper"
